SNP_ID	SNP_newID	chromosome	position	cM						
S_14693777	M2094	3	14693777	41.4						
S_14849002	M2095	3	14849002	41.6						
S_15004228	M2096	3	15004228	41.8						
S_15159454	M2097	3	15159454	42						
S_15314680	M2098	3	15314680	42.2						
S_15469906	M2099	3	15469906	42.4						
S_15625131	M2100	3	15625131	42.6						
S_15780357	M2101	3	15780357	42.8						
S_15935583	M2102	3	15935583	43						
S_16090809	M2103	3	16090809	43.2						
S_16246035	M2104	3	16246035	43.4						
S_16401260	M2105	3	16401260	43.6						
S_16556486	M2106	3	16556486	43.8						
S_16711712	M2107	3	16711712	44						
S_16866938	M2108	3	16866938	44.2						
S_17022164	M2109	3	17022164	44.4						
S_17177389	M2110	3	17177389	44.6						
S_17332615	M2111	3	17332615	44.8						
S_17487841	M2112	3	17487841	45						
S_17643067	M2113	3	17643067	45.2						
S_17798293	M2114	3	17798293	45.4						
S_17953518	M2115	3	17953518	45.6						
S_18108744	M2116	3	18108744	45.8						
S_18263970	M2117	3	18263970	46						
S_18419196	M2118	3	18419196	46.2						
S_18574422	M2119	3	18574422	46.4						
S_18729647	M2120	3	18729647	46.6						
S_18884873	M2121	3	18884873	46.8						
S_19040099	M2122	3	19040099	47						
S_19195325	M2123	3	19195325	47.2						
S_19350551	M2124	3	19350551	47.4						
S_19505776	M2125	3	19505776	47.6						
S_19661002	M2126	3	19661002	47.8						
S_19816228	M2127	3	19816228	48						
S_19971454	M2128	3	19971454	48.2						
S_20126680	M2129	3	20126680	48.4						
S_20281905	M2130	3	20281905	48.6						
S_20437131	M2131	3	20437131	48.8						
S_20592357	M2132	3	20592357	49						
S_20747583	M2133	3	20747583	49.2						
S_20902809	M2134	3	20902809	49.4						
S_21058034	M2135	3	21058034	49.6						
S_21213260	M2136	3	21213260	49.8						
S_21368486	M2137	3	21368486	50						
S_21682687	M2138	3	21682687	50.2						
S_21996889	M2139	3	21996889	50.4						
S_22311090	M2140	3	22311090	50.6						
S_22625291	M2141	3	22625291	50.8						
S_22939492	M2142	3	22939492	51						
S_23253694	M2143	3	23253694	51.2						
S_23567895	M2144	3	23567895	51.4						
S_23882096	M2145	3	23882096	51.6						
S_24196297	M2146	3	24196297	51.8						
S_24659629	M2147	3	24659629	52						
S_25272090	M2148	3	25272090	52.2						
S_25884552	M2149	3	25884552	52.4						
S_26497013	M2150	3	26497013	52.6						
S_27109475	M2151	3	27109475	52.8						
S_27721936	M2152	3	27721936	53						
S_28334398	M2153	3	28334398	53.2						
S_28717244	M2154	3	28717244	53.4						
S_29100089	M2155	3	29100089	53.6						
S_29482935	M2156	3	29482935	53.8						
S_29865780	M2157	3	29865780	54						
S_30549444	M2158	3	30549444	54.2						
S_31533927	M2159	3	31533927	54.4						
S_32411529	M2160	3	32411529	54.6						
S_34275618	M2161	3	34275618	54.8						
S_35713084	M2162	3	35713084	55						
S_37150549	M2163	3	37150549	55.2						
S_41267540	M2164	3	41267540	55.4						
S_42745599	M2165	3	42745599	55.6						
S_44223736	M2166	3	44223736	55.8						
S_46685994	M2167	3	46685994	56						
S_49148251	M2168	3	49148251	56.2						
S_50747236	M2169	3	50747236	56.4						
S_52346221	M2170	3	52346221	56.6						
S_53518198	M2171	3	53518198	56.8						
S_54180146	M2172	3	54180146	57						
S_55087999	M2173	3	55087999	57.2						
S_57656677	M2174	3	57656677	57.4						
S_61454743	M2175	3	61454743	57.6						
S_67695082	M2176	3	67695082	57.8						
S_80620590	M2177	3	80620590	58						
S_96726212	M2178	3	96726212	58.2						
S_103810007	M2179	3	103810007	58.4						
S_110893802	M2180	3	110893802	58.6						
S_115614108	M2181	3	115614108	58.8						
S_117970926	M2182	3	117970926	59						
S_120327744	M2183	3	120327744	59.2						
S_122684562	M2184	3	122684562	59.4						
S_124331920	M2185	3	124331920	59.6						
S_125269818	M2186	3	125269818	59.8						
S_126207716	M2187	3	126207716	60						
S_127145614	M2188	3	127145614	60.2						
S_128007278	M2189	3	128007278	60.4						
S_128907171	M2190	3	128907171	60.6						
S_130307198	M2191	3	130307198	60.8						
S_131707225	M2192	3	131707225	61						
S_133107253	M2193	3	133107253	61.2						
S_134507280	M2194	3	134507280	61.4						
S_135907308	M2195	3	135907308	61.6						
S_136347850	M2196	3	136347850	61.8						
S_136788391	M2197	3	136788391	62						
S_137231734	M2198	3	137231734	62.2						
S_138184194	M2199	3	138184194	62.4						
S_139136654	M2200	3	139136654	62.6						
S_140089114	M2201	3	140089114	62.8						
S_141041573	M2202	3	141041573	63						
S_141994033	M2203	3	141994033	63.2						
S_142946493	M2204	3	142946493	63.4						
S_143898953	M2205	3	143898953	63.6						
S_145728976	M2206	3	145728976	63.8						
S_146737894	M2207	3	146737894	64						
S_146925705	M2208	3	146925705	64.2						
S_147113516	M2209	3	147113516	64.4						
S_147301327	M2210	3	147301327	64.6						
S_147489139	M2211	3	147489139	64.8						
S_147676950	M2212	3	147676950	65						
S_148289200	M2213	3	148289200	65.2						
S_149463233	M2214	3	149463233	65.4						
S_149907321	M2215	3	149907321	65.6						
S_150351409	M2216	3	150351409	65.8						
S_150795497	M2217	3	150795497	66						
S_151239586	M2218	3	151239586	66.2						
S_151683674	M2219	3	151683674	66.4						
S_152127762	M2220	3	152127762	66.6						
S_152571850	M2221	3	152571850	66.8						
S_153015939	M2222	3	153015939	67						
S_153460027	M2223	3	153460027	67.2						
S_153904115	M2224	3	153904115	67.4						
S_154348203	M2225	3	154348203	67.6						
S_154792291	M2226	3	154792291	67.8						
S_155236379	M2227	3	155236379	68						
S_155680467	M2228	3	155680467	68.2						
S_156124555	M2229	3	156124555	68.4						
S_156568643	M2230	3	156568643	68.6						
S_156934272	M2231	3	156934272	68.8						
S_157221443	M2232	3	157221443	69						
S_157508613	M2233	3	157508613	69.2						
S_157795784	M2234	3	157795784	69.4						
S_158082954	M2235	3	158082954	69.6						
S_158370125	M2236	3	158370125	69.8						
S_158589032	M2237	3	158589032	70						
S_158739676	M2238	3	158739676	70.2						
S_158896370	M2239	3	158896370	70.4						
S_159101728	M2240	3	159101728	70.6						
S_159307087	M2241	3	159307087	70.8						
S_159512445	M2242	3	159512445	71						
S_159717804	M2243	3	159717804	71.2						
S_159923162	M2244	3	159923162	71.4						
S_160128521	M2245	3	160128521	71.6						
S_160333879	M2246	3	160333879	71.8						
S_160539237	M2247	3	160539237	72						
S_160744596	M2248	3	160744596	72.2						
S_160949954	M2249	3	160949954	72.4						
S_161155313	M2250	3	161155313	72.6						
S_161364126	M2251	3	161364126	72.8						
S_161576393	M2252	3	161576393	73						
S_161788660	M2253	3	161788660	73.2						
S_162000928	M2254	3	162000928	73.4						
S_162213195	M2255	3	162213195	73.6						
S_162425462	M2256	3	162425462	73.8						
S_162637729	M2257	3	162637729	74						
S_162970970	M2258	3	162970970	74.2						
S_163425183	M2259	3	163425183	74.4						
S_163879397	M2260	3	163879397	74.6						
S_164333611	M2261	3	164333611	74.8						
S_164787824	M2262	3	164787824	75						
S_165242038	M2263	3	165242038	75.2						
S_165696252	M2264	3	165696252	75.4						
S_166150465	M2265	3	166150465	75.6						
S_166467956	M2266	3	166467956	75.8						
S_166648725	M2267	3	166648725	76						
S_166829493	M2268	3	166829493	76.2						
S_167010262	M2269	3	167010262	76.4						
S_167191030	M2270	3	167191030	76.6						
S_167371830	M2271	3	167371830	76.8						
S_167422420	M2272	3	167422420	77						
S_167473009	M2273	3	167473009	77.2						
S_167750627	M2274	3	167750627	77.4						
S_168028246	M2275	3	168028246	77.6						
S_168305864	M2276	3	168305864	77.8						
S_168583482	M2277	3	168583482	78						
S_168861101	M2278	3	168861101	78.2						
S_169138719	M2279	3	169138719	78.4						
S_169416337	M2280	3	169416337	78.6						
S_169693956	M2281	3	169693956	78.8						
S_169971574	M2282	3	169971574	79						
S_170198345	M2283	3	170198345	79.2						
S_170374260	M2284	3	170374260	79.4						
S_170550176	M2285	3	170550176	79.6						
S_170726091	M2286	3	170726091	79.8						
S_170902007	M2287	3	170902007	80						
S_171077922	M2288	3	171077922	80.2						
S_171253838	M2289	3	171253838	80.4						
S_171429753	M2290	3	171429753	80.6						
S_171444374	M2291	3	171444374	80.8						
S_171730137	M2292	3	171730137	81						
S_172015899	M2293	3	172015899	81.2						
S_172301662	M2294	3	172301662	81.4						
S_172587424	M2295	3	172587424	81.6						
S_172873187	M2296	3	172873187	81.8						
S_173244743	M2297	3	173244743	82						
S_173596102	M2298	3	173596102	82.2						
S_173841471	M2299	3	173841471	82.4						
S_174086841	M2300	3	174086841	82.6						
S_174332211	M2301	3	174332211	82.8						
S_174577580	M2302	3	174577580	83						
S_174822950	M2303	3	174822950	83.2						
S_175068320	M2304	3	175068320	83.4						
S_175313689	M2305	3	175313689	83.6						
S_175559059	M2306	3	175559059	83.8						
S_175804429	M2307	3	175804429	84						
S_176049799	M2308	3	176049799	84.2						
S_176295169	M2309	3	176295169	84.4						
S_176432195	M2310	3	176432195	84.6						
S_176569222	M2311	3	176569222	84.8						
S_176706248	M2312	3	176706248	85						
S_176843274	M2313	3	176843274	85.2						
S_176980301	M2314	3	176980301	85.4						
S_177117327	M2315	3	177117327	85.6						
S_177254353	M2316	3	177254353	85.8						
S_177391380	M2317	3	177391380	86						
S_177528406	M2318	3	177528406	86.2						
S_177665432	M2319	3	177665432	86.4						
S_177802459	M2320	3	177802459	86.6						
S_177939485	M2321	3	177939485	86.8						
S_178076511	M2322	3	178076511	87						
S_178213538	M2323	3	178213538	87.2						
S_178350564	M2324	3	178350564	87.4						
S_178487590	M2325	3	178487590	87.6						
S_178624617	M2326	3	178624617	87.8						
S_178761643	M2327	3	178761643	88						
S_178898669	M2328	3	178898669	88.2						
S_179035696	M2329	3	179035696	88.4						
S_179172722	M2330	3	179172722	88.6						
S_179309748	M2331	3	179309748	88.8						
S_179446775	M2332	3	179446775	89						
S_179583801	M2333	3	179583801	89.2						
S_179720827	M2334	3	179720827	89.4						
S_179857854	M2335	3	179857854	89.6						
S_179995065	M2336	3	179995065	89.8						
S_180568055	M2337	3	180568055	90						
S_180694784	M2338	3	180694784	90.2						
S_180821513	M2339	3	180821513	90.4						
S_180948242	M2340	3	180948242	90.6						
S_181074971	M2341	3	181074971	90.8						
S_181201701	M2342	3	181201701	91						
S_181328430	M2343	3	181328430	91.2						
S_181455159	M2344	3	181455159	91.4						
S_181581888	M2345	3	181581888	91.6						
S_181708617	M2346	3	181708617	91.8						
S_181835347	M2347	3	181835347	92						
S_181962076	M2348	3	181962076	92.2						
S_182281335	M2349	3	182281335	92.4						
S_182511762	M2350	3	182511762	92.6						
S_182742189	M2351	3	182742189	92.8						
S_182972616	M2352	3	182972616	93						
S_183203043	M2353	3	183203043	93.2						
S_183433471	M2354	3	183433471	93.4						
S_183663898	M2355	3	183663898	93.6						
S_183894325	M2356	3	183894325	93.8						
S_184124752	M2357	3	184124752	94						
S_184355179	M2358	3	184355179	94.2						
S_184585606	M2359	3	184585606	94.4						
S_184816033	M2360	3	184816033	94.6						
S_185046460	M2361	3	185046460	94.8						
S_185276888	M2362	3	185276888	95						
S_185507315	M2363	3	185507315	95.2						
S_185737742	M2364	3	185737742	95.4						
S_185968169	M2365	3	185968169	95.6						
S_186198596	M2366	3	186198596	95.8						
S_186429023	M2367	3	186429023	96						
S_186659450	M2368	3	186659450	96.2						
S_186889877	M2369	3	186889877	96.4						
S_187019503	M2370	3	187019503	96.6						
S_187132839	M2371	3	187132839	96.8						
S_187332136	M2372	3	187332136	97						
S_187531433	M2373	3	187531433	97.2						
S_187730730	M2374	3	187730730	97.4						
S_187930027	M2375	3	187930027	97.6						
S_188250269	M2376	3	188250269	97.8						
S_188570511	M2377	3	188570511	98						
S_188890752	M2378	3	188890752	98.2						
S_189210994	M2379	3	189210994	98.4						
S_189531236	M2380	3	189531236	98.6						
S_189851478	M2381	3	189851478	98.8						
S_190171720	M2382	3	190171720	99						
S_190491962	M2383	3	190491962	99.2						
S_190812203	M2384	3	190812203	99.4						
S_191132445	M2385	3	191132445	99.6						
S_191452687	M2386	3	191452687	99.8						
S_191765067	M2387	3	191765067	100						
S_192069585	M2388	3	192069585	100.2						
S_193609860	M2389	3	193609860	100.4						
S_194012127	M2390	3	194012127	100.6						
S_194446723	M2391	3	194446723	100.8						
S_194881319	M2392	3	194881319	101						
S_195315915	M2393	3	195315915	101.2						
S_195456524	M2394	3	195456524	101.4						
S_195597133	M2395	3	195597133	101.6						
S_195737742	M2396	3	195737742	101.8						
S_195878352	M2397	3	195878352	102						
S_196018961	M2398	3	196018961	102.2						
S_196159570	M2399	3	196159570	102.4						
S_196300179	M2400	3	196300179	102.6						
S_196440788	M2401	3	196440788	102.8						
S_197247713	M2402	3	197247713	103						
S_197527893	M2403	3	197527893	103.2						
S_197808072	M2404	3	197808072	103.4						
S_198193265	M2405	3	198193265	103.6						
S_198683470	M2406	3	198683470	103.8						
S_198871602	M2407	3	198871602	104						
S_199059734	M2408	3	199059734	104.2						
S_199247867	M2409	3	199247867	104.4						
S_199435999	M2410	3	199435999	104.6						
S_199624131	M2411	3	199624131	104.8						
S_199850525	M2412	3	199850525	105						
S_200076920	M2413	3	200076920	105.2						
S_200303314	M2414	3	200303314	105.4						
S_200529709	M2415	3	200529709	105.6						
S_200756103	M2416	3	200756103	105.8						
S_200982498	M2417	3	200982498	106						
S_201137792	M2418	3	201137792	106.2						
S_201221986	M2419	3	201221986	106.4						
S_201306180	M2420	3	201306180	106.6						
S_201390374	M2421	3	201390374	106.8						
S_201474568	M2422	3	201474568	107						
S_201558762	M2423	3	201558762	107.2						
S_201642956	M2424	3	201642956	107.4						
S_201849599	M2425	3	201849599	107.6						
S_202178692	M2426	3	202178692	107.8						
S_202507784	M2427	3	202507784	108						
S_202836876	M2428	3	202836876	108.2						
S_203165969	M2429	3	203165969	108.4						
S_203495061	M2430	3	203495061	108.6						
S_203824154	M2431	3	203824154	108.8						
S_204153246	M2432	3	204153246	109						
S_204248694	M2433	3	204248694	109.2						
S_204344141	M2434	3	204344141	109.4						
S_204439589	M2435	3	204439589	109.6						
S_204535037	M2436	3	204535037	109.8						
S_204630485	M2437	3	204630485	110						
S_204725932	M2438	3	204725932	110.2						
S_204821380	M2439	3	204821380	110.4						
S_204916828	M2440	3	204916828	110.6						
S_205012275	M2441	3	205012275	110.8						
S_205107723	M2442	3	205107723	111						
S_205254042	M2443	3	205254042	111.2						
S_205400362	M2444	3	205400362	111.4						
S_205546681	M2445	3	205546681	111.6						
S_205693000	M2446	3	205693000	111.8						
S_205839320	M2447	3	205839320	112						
S_205985639	M2448	3	205985639	112.2						
S_206131958	M2449	3	206131958	112.4						
S_206278277	M2450	3	206278277	112.6						
S_206424597	M2451	3	206424597	112.8						
S_206570916	M2452	3	206570916	113						
S_206717235	M2453	3	206717235	113.2						
S_206863555	M2454	3	206863555	113.4						
S_207009874	M2455	3	207009874	113.6						
S_207156193	M2456	3	207156193	113.8						
S_207302513	M2457	3	207302513	114						
S_207448832	M2458	3	207448832	114.2						
S_207595151	M2459	3	207595151	114.4						
S_207741470	M2460	3	207741470	114.6						
S_207887790	M2461	3	207887790	114.8						
S_208034109	M2462	3	208034109	115						
S_208180428	M2463	3	208180428	115.2						
S_208326748	M2464	3	208326748	115.4						
S_208473067	M2465	3	208473067	115.6						
S_208570183	M2466	3	208570183	115.8						
S_208667299	M2467	3	208667299	116						
S_208764415	M2468	3	208764415	116.2						
S_208861530	M2469	3	208861530	116.4						
S_208958646	M2470	3	208958646	116.6						
S_209055762	M2471	3	209055762	116.8						
S_209152878	M2472	3	209152878	117						
S_209249994	M2473	3	209249994	117.2						
S_209347110	M2474	3	209347110	117.4						
S_209444225	M2475	3	209444225	117.6						
S_209541341	M2476	3	209541341	117.8						
S_209638457	M2477	3	209638457	118						
S_209735573	M2478	3	209735573	118.2						
S_209908204	M2479	3	209908204	118.4						
S_210080835	M2480	3	210080835	118.6						
S_210253465	M2481	3	210253465	118.8						
S_210426096	M2482	3	210426096	119						
S_210598727	M2483	3	210598727	119.2						
S_210771358	M2484	3	210771358	119.4						
S_210943988	M2485	3	210943988	119.6						
S_211116619	M2486	3	211116619	119.8						
S_211289250	M2487	3	211289250	120						
S_211461881	M2488	3	211461881	120.2						
S_211634512	M2489	3	211634512	120.4						
S_211800789	M2490	3	211800789	120.6						
S_211960712	M2491	3	211960712	120.8						
S_212120636	M2492	3	212120636	121						
S_212280559	M2493	3	212280559	121.2						
S_212440482	M2494	3	212440482	121.4						
S_212600406	M2495	3	212600406	121.6						
S_212760329	M2496	3	212760329	121.8						
S_212920253	M2497	3	212920253	122						
S_213080176	M2498	3	213080176	122.2						
S_213240100	M2499	3	213240100	122.4						
S_213400023	M2500	3	213400023	122.6						
S_213559947	M2501	3	213559947	122.8						
S_213719870	M2502	3	213719870	123						
S_213879793	M2503	3	213879793	123.2						
S_214039717	M2504	3	214039717	123.4						
S_214199640	M2505	3	214199640	123.6						
S_214320926	M2506	3	214320926	123.8						
S_214403573	M2507	3	214403573	124						
S_214486220	M2508	3	214486220	124.2						
S_214568867	M2509	3	214568867	124.4						
S_214651514	M2510	3	214651514	124.6						
S_214734161	M2511	3	214734161	124.8						
S_214816809	M2512	3	214816809	125						
S_214899456	M2513	3	214899456	125.2						
S_214982103	M2514	3	214982103	125.4						
S_215064750	M2515	3	215064750	125.6						
S_215147397	M2516	3	215147397	125.8						
S_215230044	M2517	3	215230044	126						
S_215312691	M2518	3	215312691	126.2						
S_215395339	M2519	3	215395339	126.4						
S_215477986	M2520	3	215477986	126.6						
S_215560633	M2521	3	215560633	126.8						
S_215643280	M2522	3	215643280	127						
S_215725927	M2523	3	215725927	127.2						
S_215808574	M2524	3	215808574	127.4						
S_215930943	M2525	3	215930943	127.6						
S_216093032	M2526	3	216093032	127.8						
S_216255121	M2527	3	216255121	128						
S_216417210	M2528	3	216417210	128.2						
S_216560682	M2529	3	216560682	128.4						
S_216704154	M2530	3	216704154	128.6						
S_216847626	M2531	3	216847626	128.8						
S_216991097	M2532	3	216991097	129						
S_217134569	M2533	3	217134569	129.2						
S_217278041	M2534	3	217278041	129.4						
S_217421513	M2535	3	217421513	129.6						
S_217455785	M2536	3	217455785	129.8						
S_217490057	M2537	3	217490057	130						
S_217524329	M2538	3	217524329	130.2						
S_217558601	M2539	3	217558601	130.4						
S_217592873	M2540	3	217592873	130.6						
S_217627145	M2541	3	217627145	130.8						
S_217661417	M2542	3	217661417	131						
S_217695856	M2543	3	217695856	131.2						
S_217766612	M2544	3	217766612	131.4						
S_217837368	M2545	3	217837368	131.6						
S_217908124	M2546	3	217908124	131.8						
S_217978880	M2547	3	217978880	132						
S_218049636	M2548	3	218049636	132.2						
S_218120392	M2549	3	218120392	132.4						
S_218484632	M2550	3	218484632	132.6						
S_218898830	M2551	3	218898830	132.8						
S_218998704	M2552	3	218998704	133						
S_219098578	M2553	3	219098578	133.2						
S_219198452	M2554	3	219198452	133.4						
S_219298327	M2555	3	219298327	133.6						
S_219398201	M2556	3	219398201	133.8						
S_219498075	M2557	3	219498075	134						
S_219597949	M2558	3	219597949	134.2						
S_219697823	M2559	3	219697823	134.4						
S_219805601	M2560	3	219805601	134.6						
S_219913379	M2561	3	219913379	134.8						
S_220021158	M2562	3	220021158	135						
S_220128936	M2563	3	220128936	135.2						
S_220236714	M2564	3	220236714	135.4						
S_220344492	M2565	3	220344492	135.6						
S_220452270	M2566	3	220452270	135.8						
S_220560048	M2567	3	220560048	136						
S_220667827	M2568	3	220667827	136.2						
S_220775605	M2569	3	220775605	136.4						
S_221436056	M2570	3	221436056	136.6						
S_221525463	M2571	3	221525463	136.8						
S_221614870	M2572	3	221614870	137						
S_221704278	M2573	3	221704278	137.2						
S_221793685	M2574	3	221793685	137.4						
S_221883092	M2575	3	221883092	137.6						
S_221972499	M2576	3	221972499	137.8						
S_222061907	M2577	3	222061907	138						
S_222151314	M2578	3	222151314	138.2						
S_222240721	M2579	3	222240721	138.4						
S_222330128	M2580	3	222330128	138.6						
S_222419536	M2581	3	222419536	138.8						
S_222508943	M2582	3	222508943	139						
S_222598350	M2583	3	222598350	139.2						
S_222687757	M2584	3	222687757	139.4						
S_222777164	M2585	3	222777164	139.6						
S_222866572	M2586	3	222866572	139.8						
S_222955979	M2587	3	222955979	140						
S_223045386	M2588	3	223045386	140.2						
S_223134793	M2589	3	223134793	140.4						
S_223223133	M2590	3	223223133	140.6						
S_223310404	M2591	3	223310404	140.8						
S_223397675	M2592	3	223397675	141						
S_223484947	M2593	3	223484947	141.2						
S_223572218	M2594	3	223572218	141.4						
S_223659489	M2595	3	223659489	141.6						
S_223746761	M2596	3	223746761	141.8						
S_223834032	M2597	3	223834032	142						
S_223921303	M2598	3	223921303	142.2						
S_224008575	M2599	3	224008575	142.4						
S_224095846	M2600	3	224095846	142.6						
S_224183117	M2601	3	224183117	142.8						
S_224270388	M2602	3	224270388	143						
S_224357660	M2603	3	224357660	143.2						
S_224444931	M2604	3	224444931	143.4						
S_224532202	M2605	3	224532202	143.6						
S_224619474	M2606	3	224619474	143.8						
S_224706745	M2607	3	224706745	144						
S_224794016	M2608	3	224794016	144.2						
S_224881288	M2609	3	224881288	144.4						
S_224968559	M2610	3	224968559	144.6						
S_225055830	M2611	3	225055830	144.8						
S_225203727	M2612	3	225203727	145						
S_225329000	M2613	3	225329000	145.2						
S_225370763	M2614	3	225370763	145.4						
S_225412526	M2615	3	225412526	145.6						
S_225454289	M2616	3	225454289	145.8						
S_225532430	M2617	3	225532430	146						
S_225610571	M2618	3	225610571	146.2						
S_225688711	M2619	3	225688711	146.4						
S_225766852	M2620	3	225766852	146.6						
S_225891325	M2621	3	225891325	146.8						
S_226015798	M2622	3	226015798	147						
S_226140271	M2623	3	226140271	147.2						
S_226264744	M2624	3	226264744	147.4						
S_226389218	M2625	3	226389218	147.6						
S_226513691	M2626	3	226513691	147.8						
S_226638164	M2627	3	226638164	148						
S_226762637	M2628	3	226762637	148.2						
S_226887110	M2629	3	226887110	148.4						
S_227011583	M2630	3	227011583	148.6						
S_227136056	M2631	3	227136056	148.8						
S_227260529	M2632	3	227260529	149						
S_227385002	M2633	3	227385002	149.2						
S_227509476	M2634	3	227509476	149.4						
S_227633949	M2635	3	227633949	149.6						
S_227758422	M2636	3	227758422	149.8						
S_227882895	M2637	3	227882895	150						
S_228007368	M2638	3	228007368	150.2						
S_228131841	M2639	3	228131841	150.4						
S_228256314	M2640	3	228256314	150.6						
S_228380787	M2641	3	228380787	150.8						
S_228505260	M2642	3	228505260	151						
S_228629733	M2643	3	228629733	151.2						
S_228754207	M2644	3	228754207	151.4						
S_228878680	M2645	3	228878680	151.6						
S_229003153	M2646	3	229003153	151.8						
S_229127626	M2647	3	229127626	152						
S_229252099	M2648	3	229252099	152.2						
S_229332920	M2649	3	229332920	152.4						
S_229413740	M2650	3	229413740	152.6						
S_229494561	M2651	3	229494561	152.8						
S_229575382	M2652	3	229575382	153						
S_229656202	M2653	3	229656202	153.2						
S_229737023	M2654	3	229737023	153.4						
S_229817844	M2655	3	229817844	153.6						
S_229898665	M2656	3	229898665	153.8						
S_229979485	M2657	3	229979485	154						
S_230060306	M2658	3	230060306	154.2						
S_230141127	M2659	3	230141127	154.4						
S_230252073	M2660	3	230252073	154.6						
S_230393146	M2661	3	230393146	154.8						
S_230534218	M2662	3	230534218	155						
S_230675291	M2663	3	230675291	155.2						
S_230795613	M2664	3	230795613	155.4						
S_230895184	M2665	3	230895184	155.6						
S_230994755	M2666	3	230994755	155.8						
S_231094326	M2667	3	231094326	156						
S_231193897	M2668	3	231193897	156.2						
S_231293468	M2669	3	231293468	156.4						
S_231393040	M2670	3	231393040	156.6						
S_231492611	M2671	3	231492611	156.8						
S_231592182	M2672	3	231592182	157						
S_231691753	M2673	3	231691753	157.2						
S_231791324	M2674	3	231791324	157.4						
S_231890895	M2675	3	231890895	157.6						
S_231990466	M2676	3	231990466	157.8						
S_232090038	M2677	3	232090038	158						
S_232189609	M2678	3	232189609	158.2						
S_116955	M2679	4	116955	-3.6						
S_183939	M2680	4	183939	-3.4						
S_250923	M2681	4	250923	-3.2						
S_317907	M2682	4	317907	-3						
S_384891	M2683	4	384891	-2.8						
S_451876	M2684	4	451876	-2.6						
S_518860	M2685	4	518860	-2.4						
S_585844	M2686	4	585844	-2.2						
S_652828	M2687	4	652828	-2						
S_719812	M2688	4	719812	-1.8						
S_786796	M2689	4	786796	-1.6						
S_853780	M2690	4	853780	-1.4						
S_920764	M2691	4	920764	-1.2						
S_987749	M2692	4	987749	-1						
S_1054733	M2693	4	1054733	-0.8						
S_1121717	M2694	4	1121717	-0.6						
S_1188701	M2695	4	1188701	-0.4						
S_1255685	M2696	4	1255685	-0.2						
S_1290283	M2697	4	1290283	8.33E-16						
S_1340467	M2698	4	1340467	0.2						
S_1390651	M2699	4	1390651	0.4						
S_1440834	M2700	4	1440834	0.6						
S_1491018	M2701	4	1491018	0.8						
S_1541202	M2702	4	1541202	1						
S_1591386	M2703	4	1591386	1.2						
S_1641570	M2704	4	1641570	1.4						
S_1691754	M2705	4	1691754	1.6						
S_1741937	M2706	4	1741937	1.8						
S_1792121	M2707	4	1792121	2						
S_1842305	M2708	4	1842305	2.2						
S_1892489	M2709	4	1892489	2.4						
S_1942673	M2710	4	1942673	2.6						
S_1992857	M2711	4	1992857	2.8						
S_2043040	M2712	4	2043040	3						
S_2093224	M2713	4	2093224	3.2						
S_2143408	M2714	4	2143408	3.4						
S_2193592	M2715	4	2193592	3.6						
S_2243776	M2716	4	2243776	3.8						
S_2293960	M2717	4	2293960	4						
S_2344143	M2718	4	2344143	4.2						
S_2394327	M2719	4	2394327	4.4						
S_2444511	M2720	4	2444511	4.6						
S_2494695	M2721	4	2494695	4.8						
S_2544879	M2722	4	2544879	5						
S_2595063	M2723	4	2595063	5.2						
S_2645246	M2724	4	2645246	5.4						
S_2695430	M2725	4	2695430	5.6						
S_2745614	M2726	4	2745614	5.8						
S_2795798	M2727	4	2795798	6						
S_2845982	M2728	4	2845982	6.2						
S_2896166	M2729	4	2896166	6.4						
S_2946349	M2730	4	2946349	6.6						
S_2996533	M2731	4	2996533	6.8						
S_3046717	M2732	4	3046717	7						
S_3080484	M2733	4	3080484	7.2						
S_3114251	M2734	4	3114251	7.4						
S_3148018	M2735	4	3148018	7.6						
S_3181785	M2736	4	3181785	7.8						
S_3215552	M2737	4	3215552	8						
S_3249319	M2738	4	3249319	8.2						
S_3283086	M2739	4	3283086	8.4						
S_3316853	M2740	4	3316853	8.6						
S_3350620	M2741	4	3350620	8.8						
S_3384387	M2742	4	3384387	9						
S_3418154	M2743	4	3418154	9.2						
S_3451921	M2744	4	3451921	9.4						
S_3485689	M2745	4	3485689	9.6						
S_3519456	M2746	4	3519456	9.8						
S_3553223	M2747	4	3553223	10						
S_3586990	M2748	4	3586990	10.2						
S_3620757	M2749	4	3620757	10.4						
S_3654524	M2750	4	3654524	10.6						
S_3688291	M2751	4	3688291	10.8						
S_3722058	M2752	4	3722058	11						
S_3755825	M2753	4	3755825	11.2						
S_3789592	M2754	4	3789592	11.4						
S_3823359	M2755	4	3823359	11.6						
S_3857126	M2756	4	3857126	11.8						
S_3890893	M2757	4	3890893	12						
S_3946225	M2758	4	3946225	12.2						
S_4001557	M2759	4	4001557	12.4						
S_4056889	M2760	4	4056889	12.6						
S_4112221	M2761	4	4112221	12.8						
S_4167553	M2762	4	4167553	13						
S_4222885	M2763	4	4222885	13.2						
S_4278217	M2764	4	4278217	13.4						
S_4333549	M2765	4	4333549	13.6						
S_4388881	M2766	4	4388881	13.8						
S_4444213	M2767	4	4444213	14						
S_4499545	M2768	4	4499545	14.2						
S_4554877	M2769	4	4554877	14.4						
S_4610209	M2770	4	4610209	14.6						
S_4665541	M2771	4	4665541	14.8						
